urn	text	signs
urn:cts:greekLit:tlg5026.msA.hmt:3.254	3.155	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.254	3.155	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.256	3.156-3.158	
urn:cts:greekLit:tlg5026.msA.hmt:3.256	3.156-3.158	
urn:cts:greekLit:tlg5026.msA.hmt:3.275	3.158	
urn:cts:greekLit:tlg5026.msA.hmt:3.275	3.158	
urn:cts:greekLit:tlg5026.msA.hmt:3.263	3.160	
urn:cts:greekLit:tlg5026.msA.hmt:3.263	3.160	
urn:cts:greekLit:tlg5026.msA.hmt:3.276	3.166	
urn:cts:greekLit:tlg5026.msA.hmt:3.276	3.166	
urn:cts:greekLit:tlg5026.msA.hmt:3.285	3.175	
urn:cts:greekLit:tlg5026.msA.hmt:3.285	3.175	
urn:cts:greekLit:tlg5026.msA.hmt:3.286	3.175	
urn:cts:greekLit:tlg5026.msA.hmt:3.286	3.175	
urn:cts:greekLit:tlg5026.msA.hmt:3.249	3.152	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.249	3.152	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.253	3.155	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.253	3.155	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.289	3.179	
urn:cts:greekLit:tlg5026.msA.hmt:3.289	3.179	
urn:cts:greekLit:tlg5026.msA.hmt:3.290	3.180	
urn:cts:greekLit:tlg5026.msA.hmt:3.290	3.180	
urn:cts:greekLit:tlg5026.msA.hmt:3.711	3.182	
urn:cts:greekLit:tlg5026.msA.hmt:3.711	3.182	
urn:cts:greekLit:tlg5026.msA.hmt:3.296	3.183	
urn:cts:greekLit:tlg5026.msA.hmt:3.296	3.183	
urn:cts:greekLit:tlg5026.msA.hmt:3.303	3.188-3.189	
urn:cts:greekLit:tlg5026.msA.hmt:3.303	3.188-3.189	
urn:cts:greekLit:tlg5026.msA.hmt:3.305	3.189	
urn:cts:greekLit:tlg5026.msA.hmt:3.305	3.189	
urn:cts:greekLit:tlg5026.msA.hmt:3.297	3.184	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.297	3.184	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.314	3.197	
urn:cts:greekLit:tlg5026.msA.hmt:3.314	3.197	
urn:cts:greekLit:tlg5026.msA.hmt:3.316	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.316	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.317	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.317	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.318	3.201	
urn:cts:greekLit:tlg5026.msA.hmt:3.318	3.201	
urn:cts:greekLit:tlg5026.msA.hmt:3.315	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.315	3.198	
urn:cts:greekLit:tlg5026.msA.hmt:3.324	3.206	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.324	3.206	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.332	3.212	
urn:cts:greekLit:tlg5026.msA.hmt:3.332	3.212	
urn:cts:greekLit:tlg5026.msA.hmt:3.334	3.213	
urn:cts:greekLit:tlg5026.msA.hmt:3.334	3.213	
urn:cts:greekLit:tlg5026.msA.hmt:3.337	3.215	
urn:cts:greekLit:tlg5026.msA.hmt:3.337	3.215	
urn:cts:greekLit:tlg5026.msA.hmt:3.330	3.211	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.330	3.211	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.341	3.217	
urn:cts:greekLit:tlg5026.msA.hmt:3.341	3.217	
urn:cts:greekLit:tlg5026.msA.hmt:3.344	3.219	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.344	3.219	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.345	3.219	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.345	3.219	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.347	3.220	
urn:cts:greekLit:tlg5026.msA.hmt:3.347	3.220	
urn:cts:greekLit:tlg5026.msA.hmt:3.353	3.224	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.353	3.224	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.362	3.230	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.362	3.230	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.367	3.236	
urn:cts:greekLit:tlg5026.msA.hmt:3.367	3.236	
urn:cts:greekLit:tlg5026.msA.hmt:3.368	3.237	
urn:cts:greekLit:tlg5026.msA.hmt:3.368	3.237	
urn:cts:greekLit:tlg5026.msA.hmt:3.375	3.240	
urn:cts:greekLit:tlg5026.msA.hmt:3.375	3.240	
urn:cts:greekLit:tlg5026.msA.hmt:3.377	3.242	
urn:cts:greekLit:tlg5026.msA.hmt:3.377	3.242	
urn:cts:greekLit:tlg5026.msA.hmt:3.379	3.242	
urn:cts:greekLit:tlg5026.msA.hmt:3.379	3.242	
urn:cts:greekLit:tlg5026.msA.hmt:3.380	3.243	
urn:cts:greekLit:tlg5026.msA.hmt:3.380	3.243	
urn:cts:greekLit:tlg5026.msA.hmt:3.724	3.243	
urn:cts:greekLit:tlg5026.msA.hmt:3.381	3.244	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.381	3.244	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.382	3.245	
urn:cts:greekLit:tlg5026.msA.hmt:3.382	3.245	
urn:cts:greekLit:tlg5026.msA.hmt:3.388	3.250	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.388	3.250	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.391	3.257	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:3.391	3.257	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:3.395	3.261-3.262	
urn:cts:greekLit:tlg5026.msA.hmt:3.395	3.261-3.262	
urn:cts:greekLit:tlg5026.msA.hmt:3.399	3.263	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.399	3.263	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.402	3.270	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.402	3.270	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.406	3.271	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.406	3.271	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.407	3.272	
urn:cts:greekLit:tlg5026.msA.hmt:3.407	3.272	
urn:cts:greekLit:tlg5026.msA.hmt:3.409	3.273	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.409	3.273	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.412	3.276	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.412	3.276	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.420	3.279	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.420	3.279	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.421	3.279	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.421	3.279	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.423	3.280	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.423	3.280	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.416	3.277	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.416	3.277	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.429	3.286	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.429	3.286	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.437	3.292	
urn:cts:greekLit:tlg5026.msA.hmt:3.437	3.292	
urn:cts:greekLit:tlg5026.msA.hmt:3.445	3.297	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.445	3.297	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.452	3.306	
urn:cts:greekLit:tlg5026.msA.hmt:3.452	3.306	
urn:cts:greekLit:tlg5026.msA.hmt:3.454	3.306-3.310	
urn:cts:greekLit:tlg5026.msA.hmt:3.454	3.306-3.310	
urn:cts:greekLit:tlg5026.msA.hmt:3.456	3.308	
urn:cts:greekLit:tlg5026.msA.hmt:3.456	3.308	
urn:cts:greekLit:tlg5026.msA.hmt:3.457	3.310	
urn:cts:greekLit:tlg5026.msA.hmt:3.457	3.310	
urn:cts:greekLit:tlg5026.msA.hmt:3.459	3.313	
urn:cts:greekLit:tlg5026.msA.hmt:3.459	3.313	
urn:cts:greekLit:tlg5026.msA.hmt:3.461	3.314	
urn:cts:greekLit:tlg5026.msA.hmt:3.461	3.314	
urn:cts:greekLit:tlg5026.msA.hmt:3.463	3.315	
urn:cts:greekLit:tlg5026.msA.hmt:3.463	3.315	
urn:cts:greekLit:tlg5026.msA.hmt:3.464	3.315-3.316	
urn:cts:greekLit:tlg5026.msA.hmt:3.464	3.315-3.316	
urn:cts:greekLit:tlg5026.msA.hmt:3.465	3.316	
urn:cts:greekLit:tlg5026.msA.hmt:3.465	3.316	
urn:cts:greekLit:tlg5026.msA.hmt:3.467	3.318	
urn:cts:greekLit:tlg5026.msA.hmt:3.467	3.318	
urn:cts:greekLit:tlg5026.msA.hmt:3.477	3.325	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.477	3.325	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.483	3.327	
urn:cts:greekLit:tlg5026.msA.hmt:3.483	3.327	
urn:cts:greekLit:tlg5026.msA.hmt:3.490	3.334-3.338	
urn:cts:greekLit:tlg5026.msA.hmt:3.490	3.334-3.338	
urn:cts:greekLit:tlg5026.msA.hmt:3.745	3.334-3.338	
urn:cts:greekLit:tlg5026.msA.hmt:3.745	3.334-3.338	
urn:cts:greekLit:tlg5026.msA.hmt:3.498	3.339	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.498	3.339	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.502	3.344	
urn:cts:greekLit:tlg5026.msA.hmt:3.502	3.344	
urn:cts:greekLit:tlg5026.msA.hmt:3.746	3.339	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.746	3.339	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.505	3.348	
urn:cts:greekLit:tlg5026.msA.hmt:3.509	3.352	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.509	3.352	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.513	3.353	
urn:cts:greekLit:tlg5026.msA.hmt:3.513	3.353	
urn:cts:greekLit:tlg5026.msA.hmt:3.514	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.514	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.753	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.753	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.518	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.518	3.354	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.521	3.359	
urn:cts:greekLit:tlg5026.msA.hmt:3.521	3.359	
urn:cts:greekLit:tlg5026.msA.hmt:3.523	3.362	
urn:cts:greekLit:tlg5026.msA.hmt:3.523	3.362	
urn:cts:greekLit:tlg5026.msA.hmt:3.527	3.363	
urn:cts:greekLit:tlg5026.msA.hmt:3.529	3.364	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.529	3.364	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.535	3.368	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.535	3.368	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.541	3.371	
urn:cts:greekLit:tlg5026.msA.hmt:3.541	3.371	
urn:cts:greekLit:tlg5026.msA.hmt:3.546	3.371	
urn:cts:greekLit:tlg5026.msA.hmt:3.546	3.371	
urn:cts:greekLit:tlg5026.msA.hmt:3.549	3.375	
urn:cts:greekLit:tlg5026.msA.hmt:3.549	3.375	
urn:cts:greekLit:tlg5026.msA.hmt:3.531	3.365	
urn:cts:greekLit:tlg5026.msA.hmt:3.531	3.365	
urn:cts:greekLit:tlg5026.msA.hmt:3.563	3.387	
urn:cts:greekLit:tlg5026.msA.hmt:3.563	3.387	
urn:cts:greekLit:tlg5026.msA.hmt:3.567	3.390	
urn:cts:greekLit:tlg5026.msA.hmt:3.567	3.390	
urn:cts:greekLit:tlg5026.msA.hmt:3.570	3.391	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.570	3.391	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.575	3.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.575	3.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.579	3.395	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.579	3.395	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.585	3.400	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.585	3.400	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.590	3.401	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.590	3.401	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.594	3.403	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.594	3.403	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.598	3.406	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.598	3.406	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.605	3.414	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.605	3.414	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.610	3.416	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.610	3.416	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.620	3.423	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.620	3.423	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.623	3.424-3.425	
urn:cts:greekLit:tlg5026.msA.hmt:3.623	3.424-3.425	
urn:cts:greekLit:tlg5026.msA.hmt:3.625	3.426	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.625	3.426	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.627	3.428	
urn:cts:greekLit:tlg5026.msA.hmt:3.627	3.428	
urn:cts:greekLit:tlg5026.msA.hmt:3.650	3.445	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.650	3.445	diple
urn:cts:greekLit:tlg5026.msA.hmt:3.632	3.432	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.632	3.432	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.635	3.434	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.635	3.434	obelos
urn:cts:greekLit:tlg5026.msA.hmt:3.645	3.440	
urn:cts:greekLit:tlg5026.msA.hmt:3.645	3.440	
urn:cts:greekLit:tlg5026.msA.hmt:3.649	3.443	
urn:cts:greekLit:tlg5026.msA.hmt:3.649	3.443	
urn:cts:greekLit:tlg5026.msA.hmt:3.652	3.446	
urn:cts:greekLit:tlg5026.msA.hmt:3.652	3.446	
urn:cts:greekLit:tlg5026.msA.hmt:3.662	3.453	
urn:cts:greekLit:tlg5026.msA.hmt:3.662	3.453	
urn:cts:greekLit:tlg5026.msA.hmt:3.668	3.459	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.668	3.459	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:3.665	3.457	
urn:cts:greekLit:tlg5026.msA.hmt:3.665	3.457	
urn:cts:greekLit:tlg5026.msA.hmt:4.4	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.4	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.8	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.8	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.785	4.3	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.5	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.5	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.9	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.9	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.786	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.787	4.2	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.10	4.3	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.10	4.3	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.27	4.14-4.16	
urn:cts:greekLit:tlg5026.msA.hmt:4.27	4.14-4.16	
urn:cts:greekLit:tlg5026.msA.hmt:4.32	4.17	
urn:cts:greekLit:tlg5026.msA.hmt:4.32	4.17	
urn:cts:greekLit:tlg5026.msA.hmt:4.37	4.21	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.37	4.21	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.39	4.22	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.39	4.22	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.44	4.26	
urn:cts:greekLit:tlg5026.msA.hmt:4.44	4.26	
urn:cts:greekLit:tlg5026.msA.hmt:4.47	4.27	
urn:cts:greekLit:tlg5026.msA.hmt:4.47	4.27	
urn:cts:greekLit:tlg5026.msA.hmt:4.57	4.31-4.32	
urn:cts:greekLit:tlg5026.msA.hmt:4.57	4.31-4.32	
urn:cts:greekLit:tlg5026.msA.hmt:4.62	4.37-4.38	
urn:cts:greekLit:tlg5026.msA.hmt:4.62	4.37-4.38	
urn:cts:greekLit:tlg5026.msA.hmt:4.70	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.70	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.71	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.71	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.792	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.792	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.72	4.43	
urn:cts:greekLit:tlg5026.msA.hmt:4.74	4.45	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.74	4.45	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.76	4.46	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.76	4.46	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.79	4.46	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.79	4.46	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.87	4.52	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.87	4.52	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.88	4.53	
urn:cts:greekLit:tlg5026.msA.hmt:4.88	4.53	
urn:cts:greekLit:tlg5026.msA.hmt:4.91	4.54	
urn:cts:greekLit:tlg5026.msA.hmt:4.91	4.54	
urn:cts:greekLit:tlg5026.msA.hmt:4.92	4.55-4.56	
urn:cts:greekLit:tlg5026.msA.hmt:4.92	4.55-4.56	
urn:cts:greekLit:tlg5026.msA.hmt:4.99	4.59	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.99	4.59	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.100	4.59	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.100	4.59	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.101	4.60-4.61	
urn:cts:greekLit:tlg5026.msA.hmt:4.101	4.60-4.61	
urn:cts:greekLit:tlg5026.msA.hmt:4.111	4.64-4.66	
urn:cts:greekLit:tlg5026.msA.hmt:4.111	4.64-4.66	
urn:cts:greekLit:tlg5026.msA.hmt:4.795	4.66	
urn:cts:greekLit:tlg5026.msA.hmt:4.795	4.66	
urn:cts:greekLit:tlg5026.msA.hmt:4.121	4.70-4.71	
urn:cts:greekLit:tlg5026.msA.hmt:4.121	4.70-4.71	
urn:cts:greekLit:tlg5026.msA.hmt:4.124	4.75-4.79	
urn:cts:greekLit:tlg5026.msA.hmt:4.124	4.75-4.79	
urn:cts:greekLit:tlg5026.msA.hmt:4.127	4.77	
urn:cts:greekLit:tlg5026.msA.hmt:4.128	4.79	
urn:cts:greekLit:tlg5026.msA.hmt:4.128	4.79	
urn:cts:greekLit:tlg5026.msA.hmt:4.132	4.82-4.83	
urn:cts:greekLit:tlg5026.msA.hmt:4.132	4.82-4.83	
urn:cts:greekLit:tlg5026.msA.hmt:4.139	4.88	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.139	4.88	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.141	4.88	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.141	4.88	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.151	4.93	
urn:cts:greekLit:tlg5026.msA.hmt:4.151	4.93	
urn:cts:greekLit:tlg5026.msA.hmt:4.152	4.94	
urn:cts:greekLit:tlg5026.msA.hmt:4.152	4.94	
urn:cts:greekLit:tlg5026.msA.hmt:4.158	4.97	
urn:cts:greekLit:tlg5026.msA.hmt:4.158	4.97	
urn:cts:greekLit:tlg5026.msA.hmt:4.799	4.97	
urn:cts:greekLit:tlg5026.msA.hmt:4.799	4.97	
urn:cts:greekLit:tlg5026.msA.hmt:4.161	4.99	
urn:cts:greekLit:tlg5026.msA.hmt:4.161	4.99	
urn:cts:greekLit:tlg5026.msA.hmt:4.163	4.99	
urn:cts:greekLit:tlg5026.msA.hmt:4.169	4.101	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.169	4.101	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.182	4.108	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.182	4.108	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.172	4.103	
urn:cts:greekLit:tlg5026.msA.hmt:4.172	4.103	
urn:cts:greekLit:tlg5026.msA.hmt:4.177	4.105	
urn:cts:greekLit:tlg5026.msA.hmt:4.177	4.105	
urn:cts:greekLit:tlg5026.msA.hmt:4.185	4.109	
urn:cts:greekLit:tlg5026.msA.hmt:4.185	4.109	
urn:cts:greekLit:tlg5026.msA.hmt:4.186	4.109	
urn:cts:greekLit:tlg5026.msA.hmt:4.186	4.109	
urn:cts:greekLit:tlg5026.msA.hmt:4.801	4.109	
urn:cts:greekLit:tlg5026.msA.hmt:4.192	4.112-4.113	
urn:cts:greekLit:tlg5026.msA.hmt:4.192	4.112-4.113	
urn:cts:greekLit:tlg5026.msA.hmt:4.802	4.112-4.113	
urn:cts:greekLit:tlg5026.msA.hmt:4.802	4.112-4.113	
urn:cts:greekLit:tlg5026.msA.hmt:4.196	4.117	obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.196	4.117	obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.204	4.123	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.204	4.123	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.212	4.126	
urn:cts:greekLit:tlg5026.msA.hmt:4.212	4.126	
urn:cts:greekLit:tlg5026.msA.hmt:4.216	4.128	
urn:cts:greekLit:tlg5026.msA.hmt:4.216	4.128	
urn:cts:greekLit:tlg5026.msA.hmt:4.224	4.133	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.224	4.133	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.227	4.135	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.227	4.135	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.229	4.137	
urn:cts:greekLit:tlg5026.msA.hmt:4.229	4.137	
urn:cts:greekLit:tlg5026.msA.hmt:4.231	4.138	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.231	4.138	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.236	4.140	obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.236	4.140	obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.241	4.141	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.241	4.141	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.249	4.142	
urn:cts:greekLit:tlg5026.msA.hmt:4.249	4.142	
urn:cts:greekLit:tlg5026.msA.hmt:4.234	4.139	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.234	4.139	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.246	4.142	
urn:cts:greekLit:tlg5026.msA.hmt:4.246	4.142	
urn:cts:greekLit:tlg5026.msA.hmt:4.262	4.147	
urn:cts:greekLit:tlg5026.msA.hmt:4.262	4.147	
urn:cts:greekLit:tlg5026.msA.hmt:4.269	4.151	
urn:cts:greekLit:tlg5026.msA.hmt:4.269	4.151	
urn:cts:greekLit:tlg5026.msA.hmt:4.287	4.158	
urn:cts:greekLit:tlg5026.msA.hmt:4.287	4.158	
urn:cts:greekLit:tlg5026.msA.hmt:4.288	4.159	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.288	4.159	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.290	4.161	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.290	4.161	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.296	4.164	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.296	4.164	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.301	4.166	
urn:cts:greekLit:tlg5026.msA.hmt:4.301	4.166	
urn:cts:greekLit:tlg5026.msA.hmt:4.304	4.167	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.304	4.167	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.307	4.170	
urn:cts:greekLit:tlg5026.msA.hmt:4.307	4.170	
urn:cts:greekLit:tlg5026.msA.hmt:4.312	4.171	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.312	4.171	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.315	4.173	
urn:cts:greekLit:tlg5026.msA.hmt:4.315	4.173	
urn:cts:greekLit:tlg5026.msA.hmt:4.316	4.176	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.316	4.176	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.323	4.181	
urn:cts:greekLit:tlg5026.msA.hmt:4.323	4.181	
urn:cts:greekLit:tlg5026.msA.hmt:4.327	4.182	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.327	4.182	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.335	4.187	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.335	4.187	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:4.341	4.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.341	4.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.342	4.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.340	4.190	
urn:cts:greekLit:tlg5026.msA.hmt:4.340	4.190	
urn:cts:greekLit:tlg5026.msA.hmt:4.348	4.195	asteriskos obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.348	4.195	asteriskos obelos
urn:cts:greekLit:tlg5026.msA.hmt:4.356	4.200	
urn:cts:greekLit:tlg5026.msA.hmt:4.356	4.200	
urn:cts:greekLit:tlg5026.msA.hmt:4.358	4.205	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:4.358	4.205	asteriskos
urn:cts:greekLit:tlg5026.msA.hmt:4.361	4.206	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.361	4.206	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.1000	4.207	
urn:cts:greekLit:tlg5026.msA.hmt:4.1000	4.207	
urn:cts:greekLit:tlg5026.msA.hmt:4.365	4.208	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.365	4.208	diple
urn:cts:greekLit:tlg5026.msA.hmt:4.368	4.211-4.212	
urn:cts:greekLit:tlg5026.msA.hmt:4.368	4.211-4.212	
urn:cts:greekLit:tlg5026.msA.hmt:4.370	4.212	
urn:cts:greekLit:tlg5026.msA.hmt:4.370	4.212	
