urn	text	signs
urn:cts:greekLit:tlg5026.msA.hmt:18.52	18.121	
urn:cts:greekLit:tlg5026.msA.hmt:18.52	18.121	
urn:cts:greekLit:tlg5026.msA.hmt:18.53	18.125	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.53	18.125	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.54	18.128-18.131	
urn:cts:greekLit:tlg5026.msA.hmt:18.54	18.128-18.131	
urn:cts:greekLit:tlg5026.msA.hmt:18.55	18.136	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.55	18.136	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.56	18.140	
urn:cts:greekLit:tlg5026.msA.hmt:18.56	18.140	
urn:cts:greekLit:tlg5026.msA.hmt:18.57	18.142	
urn:cts:greekLit:tlg5026.msA.hmt:18.57	18.142	
urn:cts:greekLit:tlg5026.msA.hmt:18.58	18.143-18.144	
urn:cts:greekLit:tlg5026.msA.hmt:18.58	18.143-18.144	
urn:cts:greekLit:tlg5026.msA.hmt:18.59	18.148	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.59	18.148	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.60	18.154-18.158	
urn:cts:greekLit:tlg5026.msA.hmt:18.60	18.154-18.158	
urn:cts:greekLit:tlg5026.msA.hmt:18.61	18.160	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.61	18.160	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.62	18.162	
urn:cts:greekLit:tlg5026.msA.hmt:18.62	18.162	
urn:cts:greekLit:tlg5026.msA.hmt:18.63	18.171	
urn:cts:greekLit:tlg5026.msA.hmt:18.63	18.171	
urn:cts:greekLit:tlg5026.msA.hmt:18.64	18.174-18.177	
urn:cts:greekLit:tlg5026.msA.hmt:18.64	18.174-18.177	
urn:cts:greekLit:tlg5026.msA.hmt:18.65	18.182	
urn:cts:greekLit:tlg5026.msA.hmt:18.65	18.182	
urn:cts:greekLit:tlg5026.msA.hmt:18.66	18.182	
urn:cts:greekLit:tlg5026.msA.hmt:18.66	18.182	
urn:cts:greekLit:tlg5026.msA.hmt:18.67	18.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.67	18.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.68	18.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.68	18.191	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.69	18.192	
urn:cts:greekLit:tlg5026.msA.hmt:18.69	18.192	
urn:cts:greekLit:tlg5026.msA.hmt:18.70	18.198	
urn:cts:greekLit:tlg5026.msA.hmt:18.70	18.198	
urn:cts:greekLit:tlg5026.msA.hmt:18.71	18.204	
urn:cts:greekLit:tlg5026.msA.hmt:18.71	18.204	
urn:cts:greekLit:tlg5026.msA.hmt:18.72	18.206	
urn:cts:greekLit:tlg5026.msA.hmt:18.72	18.206	
urn:cts:greekLit:tlg5026.msA.hmt:18.73	18.207	
urn:cts:greekLit:tlg5026.msA.hmt:18.73	18.207	
urn:cts:greekLit:tlg5026.msA.hmt:18.74	18.207	
urn:cts:greekLit:tlg5026.msA.hmt:18.74	18.207	
urn:cts:greekLit:tlg5026.msA.hmt:18.75	18.208	
urn:cts:greekLit:tlg5026.msA.hmt:18.75	18.208	
urn:cts:greekLit:tlg5026.msA.hmt:18.76	18.211	
urn:cts:greekLit:tlg5026.msA.hmt:18.76	18.211	
urn:cts:greekLit:tlg5026.msA.hmt:18.77	18.215	
urn:cts:greekLit:tlg5026.msA.hmt:18.77	18.215	
urn:cts:greekLit:tlg5026.msA.hmt:18.78	18.217	
urn:cts:greekLit:tlg5026.msA.hmt:18.78	18.217	
urn:cts:greekLit:tlg5026.msA.hmt:18.79	18.219	
urn:cts:greekLit:tlg5026.msA.hmt:18.79	18.219	
urn:cts:greekLit:tlg5026.msA.hmt:18.80	18.219	
urn:cts:greekLit:tlg5026.msA.hmt:18.81	18.222	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.81	18.222	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.82	18.230	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.82	18.230	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.83	18.230	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.83	18.230	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.84	18.239	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.84	18.239	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.85	18.244	
urn:cts:greekLit:tlg5026.msA.hmt:18.85	18.244	
urn:cts:greekLit:tlg5026.msA.hmt:18.86	18.246	
urn:cts:greekLit:tlg5026.msA.hmt:18.86	18.246	
urn:cts:greekLit:tlg5026.msA.hmt:18.87	18.247	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.87	18.247	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.88	18.247-18.248	
urn:cts:greekLit:tlg5026.msA.hmt:18.88	18.247-18.248	
urn:cts:greekLit:tlg5026.msA.hmt:18.89	18.250	
urn:cts:greekLit:tlg5026.msA.hmt:18.89	18.250	
urn:cts:greekLit:tlg5026.msA.hmt:18.90	18.251	
urn:cts:greekLit:tlg5026.msA.hmt:18.90	18.251	
urn:cts:greekLit:tlg5026.msA.hmt:18.91	18.251	
urn:cts:greekLit:tlg5026.msA.hmt:18.91	18.251	
urn:cts:greekLit:tlg5026.msA.hmt:18.92	18.253	
urn:cts:greekLit:tlg5026.msA.hmt:18.92	18.253	
urn:cts:greekLit:tlg5026.msA.hmt:18.93	18.254	
urn:cts:greekLit:tlg5026.msA.hmt:18.93	18.254	
urn:cts:greekLit:tlg5026.msA.hmt:18.94	18.258	
urn:cts:greekLit:tlg5026.msA.hmt:18.94	18.258	
urn:cts:greekLit:tlg5026.msA.hmt:18.95	18.264	
urn:cts:greekLit:tlg5026.msA.hmt:18.95	18.264	
urn:cts:greekLit:tlg5026.msA.hmt:18.96	18.265	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.96	18.265	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.97	18.269	
urn:cts:greekLit:tlg5026.msA.hmt:18.97	18.269	
urn:cts:greekLit:tlg5026.msA.hmt:18.98	18.271	
urn:cts:greekLit:tlg5026.msA.hmt:18.98	18.271	
urn:cts:greekLit:tlg5026.msA.hmt:18.99	18.273	
urn:cts:greekLit:tlg5026.msA.hmt:18.99	18.273	
urn:cts:greekLit:tlg5026.msA.hmt:18.100	18.274	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.100	18.274	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.101	18.274	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.101	18.274	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.102	18.281	
urn:cts:greekLit:tlg5026.msA.hmt:18.102	18.281	
urn:cts:greekLit:tlg5026.msA.hmt:18.103	18.283	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.103	18.283	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.104	18.285	
urn:cts:greekLit:tlg5026.msA.hmt:18.104	18.285	
urn:cts:greekLit:tlg5026.msA.hmt:18.105	18.286	
urn:cts:greekLit:tlg5026.msA.hmt:18.105	18.286	
urn:cts:greekLit:tlg5026.msA.hmt:18.106	18.291	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.106	18.291	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.107	18.292	
urn:cts:greekLit:tlg5026.msA.hmt:18.107	18.292	
urn:cts:greekLit:tlg5026.msA.hmt:18.108	18.300	
urn:cts:greekLit:tlg5026.msA.hmt:18.109	18.300-18.301	
urn:cts:greekLit:tlg5026.msA.hmt:18.110	18.308	
urn:cts:greekLit:tlg5026.msA.hmt:18.110	18.308	
urn:cts:greekLit:tlg5026.msA.hmt:18.111	18.309	
urn:cts:greekLit:tlg5026.msA.hmt:18.111	18.309	
urn:cts:greekLit:tlg5026.msA.hmt:18.112	18.310	
urn:cts:greekLit:tlg5026.msA.hmt:18.112	18.310	
urn:cts:greekLit:tlg5026.msA.hmt:18.113	18.317	
urn:cts:greekLit:tlg5026.msA.hmt:18.113	18.317	
urn:cts:greekLit:tlg5026.msA.hmt:18.114	18.318	
urn:cts:greekLit:tlg5026.msA.hmt:18.114	18.318	
urn:cts:greekLit:tlg5026.msA.hmt:18.115	18.319	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.115	18.319	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.116	18.324	
urn:cts:greekLit:tlg5026.msA.hmt:18.116	18.324	
urn:cts:greekLit:tlg5026.msA.hmt:18.117	18.325	
urn:cts:greekLit:tlg5026.msA.hmt:18.117	18.325	
urn:cts:greekLit:tlg5026.msA.hmt:18.118	18.332	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.118	18.332	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.119	18.351	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.119	18.351	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.120	18.352	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.120	18.352	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.121	18.356	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.121	18.356	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.122	18.364	
urn:cts:greekLit:tlg5026.msA.hmt:18.122	18.364	
urn:cts:greekLit:tlg5026.msA.hmt:18.123	18.372	
urn:cts:greekLit:tlg5026.msA.hmt:18.123	18.372	
urn:cts:greekLit:tlg5026.msA.hmt:18.124	18.373	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.124	18.373	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.125	18.375	
urn:cts:greekLit:tlg5026.msA.hmt:18.125	18.375	
urn:cts:greekLit:tlg5026.msA.hmt:18.126	18.376	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.126	18.376	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.127	18.377	
urn:cts:greekLit:tlg5026.msA.hmt:18.127	18.377	
urn:cts:greekLit:tlg5026.msA.hmt:18.128	18.378	
urn:cts:greekLit:tlg5026.msA.hmt:18.128	18.378	
urn:cts:greekLit:tlg5026.msA.hmt:18.129	18.382	
urn:cts:greekLit:tlg5026.msA.hmt:18.129	18.382	
urn:cts:greekLit:tlg5026.msA.hmt:18.130	18.383	
urn:cts:greekLit:tlg5026.msA.hmt:18.130	18.383	
urn:cts:greekLit:tlg5026.msA.hmt:18.131	18.385	
urn:cts:greekLit:tlg5026.msA.hmt:18.131	18.385	
urn:cts:greekLit:tlg5026.msA.hmt:18.132	18.386	
urn:cts:greekLit:tlg5026.msA.hmt:18.132	18.386	
urn:cts:greekLit:tlg5026.msA.hmt:18.133	18.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.133	18.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.134	18.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.134	18.392	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.135	18.394	
urn:cts:greekLit:tlg5026.msA.hmt:18.135	18.394	
urn:cts:greekLit:tlg5026.msA.hmt:18.136	18.399	
urn:cts:greekLit:tlg5026.msA.hmt:18.136	18.399	
urn:cts:greekLit:tlg5026.msA.hmt:18.137	18.401	
urn:cts:greekLit:tlg5026.msA.hmt:18.137	18.401	
urn:cts:greekLit:tlg5026.msA.hmt:18.138	18.401	
urn:cts:greekLit:tlg5026.msA.hmt:18.138	18.401	
urn:cts:greekLit:tlg5026.msA.hmt:18.139	18.400	
urn:cts:greekLit:tlg5026.msA.hmt:18.139	18.400	
urn:cts:greekLit:tlg5026.msA.hmt:18.140	18.381	
urn:cts:greekLit:tlg5026.msA.hmt:18.141	18.410	
urn:cts:greekLit:tlg5026.msA.hmt:18.142	18.410	
urn:cts:greekLit:tlg5026.msA.hmt:18.142	18.410	
urn:cts:greekLit:tlg5026.msA.hmt:18.143	18.413	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.143	18.413	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.144	18.416	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.144	18.416	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.145	18.421	
urn:cts:greekLit:tlg5026.msA.hmt:18.145	18.421	
urn:cts:greekLit:tlg5026.msA.hmt:18.146	18.424	
urn:cts:greekLit:tlg5026.msA.hmt:18.146	18.424	
urn:cts:greekLit:tlg5026.msA.hmt:18.147	18.428	
urn:cts:greekLit:tlg5026.msA.hmt:18.147	18.428	
urn:cts:greekLit:tlg5026.msA.hmt:18.148	18.434	
urn:cts:greekLit:tlg5026.msA.hmt:18.148	18.434	
urn:cts:greekLit:tlg5026.msA.hmt:18.149	18.435-18.436	
urn:cts:greekLit:tlg5026.msA.hmt:18.149	18.435-18.436	
urn:cts:greekLit:tlg5026.msA.hmt:18.150	18.438	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.150	18.438	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.151	18.444	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.151	18.444	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.152	18.457	
urn:cts:greekLit:tlg5026.msA.hmt:18.152	18.457	
urn:cts:greekLit:tlg5026.msA.hmt:18.153	18.458	
urn:cts:greekLit:tlg5026.msA.hmt:18.153	18.458	
urn:cts:greekLit:tlg5026.msA.hmt:18.154	18.460	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.154	18.460	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.155	18.461	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.155	18.461	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.156	18.464-18.466	
urn:cts:greekLit:tlg5026.msA.hmt:18.156	18.464-18.466	
urn:cts:greekLit:tlg5026.msA.hmt:18.157	18.467	
urn:cts:greekLit:tlg5026.msA.hmt:18.157	18.467	
urn:cts:greekLit:tlg5026.msA.hmt:18.158	18.471	
urn:cts:greekLit:tlg5026.msA.hmt:18.158	18.471	
urn:cts:greekLit:tlg5026.msA.hmt:18.159	18.477	
urn:cts:greekLit:tlg5026.msA.hmt:18.159	18.477	
urn:cts:greekLit:tlg5026.msA.hmt:18.160	18.477	
urn:cts:greekLit:tlg5026.msA.hmt:18.160	18.477	
urn:cts:greekLit:tlg5026.msA.hmt:18.161	18.478	
urn:cts:greekLit:tlg5026.msA.hmt:18.161	18.478	
urn:cts:greekLit:tlg5026.msA.hmt:18.162	18.483	
urn:cts:greekLit:tlg5026.msA.hmt:18.162	18.483	
urn:cts:greekLit:tlg5026.msA.hmt:18.163	18.484	
urn:cts:greekLit:tlg5026.msA.hmt:18.163	18.484	
urn:cts:greekLit:tlg5026.msA.hmt:18.164	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.164	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.165	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.165	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.166	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.167	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.167	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.168	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.168	18.486	
urn:cts:greekLit:tlg5026.msA.hmt:18.169	18.487	
urn:cts:greekLit:tlg5026.msA.hmt:18.169	18.487	
urn:cts:greekLit:tlg5026.msA.hmt:18.170	18.487	
urn:cts:greekLit:tlg5026.msA.hmt:18.171	18.488	
urn:cts:greekLit:tlg5026.msA.hmt:18.172	18.489	
urn:cts:greekLit:tlg5026.msA.hmt:18.172	18.489	
urn:cts:greekLit:tlg5026.msA.hmt:18.173	18.490	
urn:cts:greekLit:tlg5026.msA.hmt:18.174	18.490	
urn:cts:greekLit:tlg5026.msA.hmt:18.175	18.493	
urn:cts:greekLit:tlg5026.msA.hmt:18.175	18.493	
urn:cts:greekLit:tlg5026.msA.hmt:18.176	18.497	
urn:cts:greekLit:tlg5026.msA.hmt:18.176	18.497	
urn:cts:greekLit:tlg5026.msA.hmt:18.177	18.501	
urn:cts:greekLit:tlg5026.msA.hmt:18.177	18.501	
urn:cts:greekLit:tlg5026.msA.hmt:18.178	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.178	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.179	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.179	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.180	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.180	18.506	
urn:cts:greekLit:tlg5026.msA.hmt:18.181	18.507	
urn:cts:greekLit:tlg5026.msA.hmt:18.181	18.507	
urn:cts:greekLit:tlg5026.msA.hmt:18.182	18.509	
urn:cts:greekLit:tlg5026.msA.hmt:18.182	18.509	
urn:cts:greekLit:tlg5026.msA.hmt:18.183	18.510	
urn:cts:greekLit:tlg5026.msA.hmt:18.183	18.510	
urn:cts:greekLit:tlg5026.msA.hmt:18.184	18.512	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.184	18.512	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.185	18.514-18.515	
urn:cts:greekLit:tlg5026.msA.hmt:18.185	18.514-18.515	
urn:cts:greekLit:tlg5026.msA.hmt:18.186	18.514-18.515	
urn:cts:greekLit:tlg5026.msA.hmt:18.187	18.514-18.515	
urn:cts:greekLit:tlg5026.msA.hmt:18.188	18.519	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.188	18.519	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.189	18.521	
urn:cts:greekLit:tlg5026.msA.hmt:18.189	18.521	
urn:cts:greekLit:tlg5026.msA.hmt:18.190	18.526	
urn:cts:greekLit:tlg5026.msA.hmt:18.190	18.526	
urn:cts:greekLit:tlg5026.msA.hmt:18.191	18.531	
urn:cts:greekLit:tlg5026.msA.hmt:18.191	18.531	
urn:cts:greekLit:tlg5026.msA.hmt:18.192	18.538	
urn:cts:greekLit:tlg5026.msA.hmt:18.192	18.538	
urn:cts:greekLit:tlg5026.msA.hmt:18.193	18.540	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.193	18.540	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.194	18.547	
urn:cts:greekLit:tlg5026.msA.hmt:18.194	18.547	
urn:cts:greekLit:tlg5026.msA.hmt:18.195	18.547	
urn:cts:greekLit:tlg5026.msA.hmt:18.195	18.547	
urn:cts:greekLit:tlg5026.msA.hmt:18.196	18.548	
urn:cts:greekLit:tlg5026.msA.hmt:18.196	18.548	
urn:cts:greekLit:tlg5026.msA.hmt:18.197	18.550	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.197	18.550	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.198	18.550	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.198	18.550	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.199	18.556	
urn:cts:greekLit:tlg5026.msA.hmt:18.199	18.556	
urn:cts:greekLit:tlg5026.msA.hmt:18.200	18.560	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.200	18.560	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.201	18.567	
urn:cts:greekLit:tlg5026.msA.hmt:18.201	18.567	
urn:cts:greekLit:tlg5026.msA.hmt:18.202	18.570	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.202	18.570	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.203	18.570	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.204	18.570	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.204	18.570	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.205	18.576	
urn:cts:greekLit:tlg5026.msA.hmt:18.205	18.576	
urn:cts:greekLit:tlg5026.msA.hmt:18.206	18.579	
urn:cts:greekLit:tlg5026.msA.hmt:18.206	18.579	
urn:cts:greekLit:tlg5026.msA.hmt:18.207	18.589	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.207	18.589	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.207a	18.595	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.207a	18.595	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.208	18.597	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.208	18.597	obelos
urn:cts:greekLit:tlg5026.msA.hmt:18.209	18.600	
urn:cts:greekLit:tlg5026.msA.hmt:18.209	18.600	
urn:cts:greekLit:tlg5026.msA.hmt:18.210	18.580	
urn:cts:greekLit:tlg5026.msA.hmt:18.210	18.580	
urn:cts:greekLit:tlg5026.msA.hmt:18.211	18.581	
urn:cts:greekLit:tlg5026.msA.hmt:18.211	18.581	
urn:cts:greekLit:tlg5026.msA.hmt:18.212	18.583	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.212	18.583	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.213	18.584	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.213	18.584	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:18.214	18.590	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.214	18.590	diple
urn:cts:greekLit:tlg5026.msA.hmt:18.215	18.591	
urn:cts:greekLit:tlg5026.msA.hmt:18.215	18.591	
urn:cts:greekLit:tlg5026.msA.hmt:18.216	18.593	
urn:cts:greekLit:tlg5026.msA.hmt:18.216	18.593	
urn:cts:greekLit:tlg5026.msA.hmt:18.217	18.616	
urn:cts:greekLit:tlg5026.msA.hmt:18.217	18.616	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1	19.4	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_1	19.4	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_2	19.5	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_2	19.5	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_3	19.6	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_3	19.6	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_4	19.10	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_4	19.10	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_5	19.14	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_5	19.14	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_6	19.15	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office3_6	19.15	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1	19.26	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_1	19.26	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_2	19.27	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_2	19.27	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_3	19.34	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office4_3	19.34	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_1	19.51	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_1	19.51	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2	19.56	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_2	19.56	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_3	19.62	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_3	19.62	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_4	19.62	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_4	19.62	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_5	19.63	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_5	19.63	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_6	19.71	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office5_6	19.71	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_1	19.76	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_1	19.76	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_2	19.77	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_2	19.77	dotteddiple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_3	19.79	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_3	19.79	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4	19.80	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_4	19.80	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_5	19.81-19.82	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_5	19.81-19.82	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_6	19.85	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_6	19.85	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_7	19.87	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_7	19.87	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8	19.90-19.91	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_8	19.90-19.91	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_9	19.90	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_9	19.90	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_10	19.94	obelos
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_10	19.94	obelos
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_11	19.95	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_11	19.95	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_12	19.96	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_12	19.96	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_13	19.97	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_13	19.97	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_14	19.83	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office9_14	19.83	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_1	19.105	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_1	19.105	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_2	19.108	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_2	19.108	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_3	19.114	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_3	19.114	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_4	19.115	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_4	19.115	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_5	19.116	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_5	19.116	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_6	19.118	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_6	19.118	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_7	19.118	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_7	19.118	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_8	19.117	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_8	19.117	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_9	19.120	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_9	19.120	diple
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_10	19.123-19.124	
urn:cts:greekLit:tlg5026.msA.hmt:19.2015office10_10	19.123-19.124	
